Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün derecelendirmesi sayısı (product.metafields.reviews.rating_count),Etkinlik (product.metafields.shopify.occasion),Koku (product.metafields.shopify.scent),Mevsim (product.metafields.shopify.season),Hedef Cinsiyet (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sare-g-152-kizil-suvari,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-p-103-zafer-taci,Sare - P-103 Zafer Tacı - Paco Rabanne Invictus Victory Elixir'den İlham Alan Erkek Parfümü,"<p>Bu parfüm, Paco Rabanne'nin ""Invictus"" (Yenilmez) serisinin ""en güçlü"", ""en tatlı"" ve ""en karanlık"" yorumu olarak kabul edilen Invictus Victory Elixir'den (2023) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Zafer Tacı, ""taze"" bir ferahlık değil; bu, ""kremsi"" vanilya ve ""tatlı"" tonka fasulyesinin, ""dumanlı"" bir tütsü (incense) ve ""topraksı"" paçuli ile ""karanlık"" bir şekilde buluşmasıdır.</i> Bu koku, ""sportif"" değil; bu, ""zengin"", ""tatlı"" ve ""baştan çıkarıcı"" bir ""gece"" bombası.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Oryantal Gurme (Tatlı/Dumanlı)</li>
<li>
<b>Üst Notalar:</b> Lavanta, Kakule, Karabiber</li>
<li>
<b>Orta Notalar:</b> Tütsü (Incense), Paçuli</li>
<li>
<b>Alt Notalar:</b> Vanilya, Tonka Fasulyesi, Amber</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■□ [9/10]<br>
Yayılım: ■■■■■■■■□□ [8/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, orijinal Invictus'un o ""tuzlu-akuatik"" ferahlığını arayanlar için değildir. Bu, ""tatlı"", ""dumanlı"" ve ""güçlü"" bir ""kış"" kokusudur. Vanilya ve tütsü baskındır. ""İltifat mıknatısı"" olarak bilinir ve ""gece kulübü"" (clubbing) veya ""parti"" kokusu arayanlar için idealdir.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""eğlenceli"" ve ""gürültülü"" gecelerin atmosferini taşır. ""Soğuk"" bir ""kış"" gecesinde, ""dikkat çekmek"" ve ""enerjik"" hissetmek istediğiniz anlara eşlik eder.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Paco Rabanne Invictus Victory Elixir kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Amber, Erkek Parfümü, Gece Parfümü, Invictus Victory Elixir Muadili, İltifat Mıknatısı, Kalıcı Parfüm, Kış Parfümü, Odunsu, Paco Rabanne Muadili, Sare-Zafer-Taci, Tonka Fasulyesi, Vanilya Notalı, Zafer Kokusu, Şampiyon Kokusu",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,1,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/siyah_tema.jpg?v=1762864012,1,"",false,,,,,,,,,,,,,,,,gece; ozel-durum; romantik,amber; odunsu; baharatli; aromatik,sonbahar; kis; ilkbahar; yaz,erkek,,kg,,,active
sare-p-103-zafer-taci,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,1,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-c-210-mutlak-fetih,Sare - C-210 Mutlak Fetih - Creed Absolu Aventus'tan İlham Alan Erkek Parfümü,"<p>Bu parfüm, Creed'in ""modern efsanesi"" Aventus'un, ""daha karanlık"", ""daha zengin"" ve ""daha baharatlı"" bir ""Absolu"" (Mutlak) yorumu olan Absolu Aventus'tan (2023) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Mutlak Fetih, orijinal Aventus'un o ""parlak"" ananas-bergamot açılışını alır, ancak onu ""sıcak"" zencefil, ""karanlık"" paçuli ve ""topraksı"" vetiver ile ""daha derin"" bir seviyeye taşır.</i> Bu koku, ""taze"" bir meyve suyu değil; bu, ""dumanlı"", ""baharatlı"" ve ""daha olgun"" bir imza.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun ""olayı"", 2010'dan beri ""tahtta"" olan orijinal Aventus'a ""ilk"" resmi ""Absolu"" versiyonu olmasıdır. Orijinalin o ""meyveli-dumanlı"" (ananas/huş) DNA'sını korur, ancak ""zencefil"", ""kakule"" ve ""paçuli"" ekleyerek, onu ""daha karanlık"", ""daha baharatlı"" ve ""daha niş"" bir yöne çekmiştir.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Meyveli Şipre (Baharatlı/Odunsu)</li>
<li>
<b>Üst Notalar:</b> Greyfurt, Bergamot, Siyah Frenk Üzümü</li>
<li>
<b>Orta Notalar:</b> Zencefil, Kakule, Tarçın, Narenciye</li>
<li>
<b>Alt Notalar:</b> Paçuli, Vetiver, Pembe Biber, Kaşmir</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■□ [9/10]<br>
Yayılım: ■■■■■■■■□□ [8/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""taze"" bir ""yaz"" kokusu değildir. Bu, orijinal Aventus'u seven ancak ""daha güçlü"", ""daha baharatlı"" ve ""daha olgun"" bir ""kış"" versiyonu arayanlar içindir. Paçuli ve baharatlar (zencefil/tarçın) baskındır. ""İltifat mıknatısı"" karakterini korur.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""güç"" ve ""karizma"" anlarının atmosferini taşır. ""Önemli"" bir ""iş yemeği"" veya ""soğuk"" bir ""akşam daveti"" gibi ""olgun"" ve ""fark edilir"" hissetmek istediğiniz anlara uygundur.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Creed Absolu Aventus kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Absolu Aventus Muadili, Aventus Muadili, Baharatlı, Başarı Kokusu, Creed Muadili, Erkek Parfümü, Güçlü Koku, Kalıcı Parfüm, Kış Parfümü, Lider Kokusu, Meyveli, Otoriter Koku, Sare-Mutlak-Fetih, Zencefil Notalı, Şipre",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,0,deny,manual,950.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/siyah_tema.jpg?v=1762864012,1,"",false,,,,,,,,,,,,,,,,gece; romantik; ozel-durum,narenciye; odunsu; meyveli; baharatli,sonbahar; kis; ilkbahar; yaz,erkek,,kg,,,active
sare-c-210-mutlak-fetih,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,0,deny,manual,1500.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-y-124-saray-buketi,Sare - Y-124 Saray Buketi - YSL Supreme Bouquet'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Yves Saint Laurent'in ""Le Vestiaire des Parfums"" (Oryantal) koleksiyonunun ""zengin"" ve ""egzotik"" eserlerinden biri olan Supreme Bouquet'den (2013) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Saray Buketi, dolunay altındaki egzotik bir bahçenin narkotik büyüsüdür.</i> Kışkırtıcı pembe biberle açılır, anında yerini sümbülteber (tuberose) ve ylang-ylang'ın zengin, baş döndürücü beyaz çiçek kalbine bırakır. Sıcak amber ve paçulinin derin dokunuşu ise bu lüks bukete unutulmaz, baştan çıkarıcı bir kapanış yapar.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Dominique Ropion) ""olayı"", ilhamını Mösyö Yves Saint Laurent'in ""Fas"" (Morocco) sevgisinden ve oradaki ""Jardin Majorelle"" (Majorelle Bahçesi) gibi ""egzotik"" bahçelerden almasıdır. Koku, ""oryantal"" zenginliği (amber/paçuli) ve ""narkotik"" beyaz çiçekleri (sümbülteber) birleştirir.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Oryantal Çiçeksi (Amber)</li>
<li>
<b>Üst Notalar:</b> Pembe Biber, Bergamot, Meyveli Notalar</li>
<li>
<b>Orta Notalar:</b> Sümbülteber (Tuberose), Ylang-Ylang</li>
<li>
<b>Alt Notalar:</b> Amber, Paçuli, Odunsu Notalar</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■□ [9/10]<br>
Yayılım: ■■■■■■■■□□ [8/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""hafif"" veya ""temiz"" bir çiçek kokusu değildir. Bu, ""zengin"", ""sıcak"", ""pudralı"" ve ""narkotik"" bir ""beyaz çiçek"" kokusudur. Sümbülteber ve ylang-ylang baskındır. ""Olgun"" ve ""lüks"" bir ""gece"" imzası arayanlar için idealdir. Performansı güçlüdür.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""gösterişli"" ve ""lüks"" bir ""gala"" veya ""opera"" akşamının ""resmi"" atmosferini taşır. ""Soğuk"" gecelerde ""zengin"" ve ""dikkat çekici"" bir iz bırakır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, YSL Supreme Bouquet kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Amber, Baştan Çıkarıcı Koku, Beyaz Çiçek, Gösterişli Koku, Kalıcı Parfüm, Kraliçe Kokusu, Kış Parfümü, Lüks Parfüm, Sare-Saray-Buketi, Supreme Bouquet Muadili, Sümbülteber Bombası, Unisex Parfüm, Yayılımı Yüksek, YSL Muadili",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,1,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,ozel-durum; romantik; gece,meyveli; odunsu; cicek,sonbahar; kis; ilkbahar; yaz,uniseks,,kg,,,active
sare-y-124-saray-buketi,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-a-128-su-yasemini,Sare - A-128 Su Yasemini - Armani Privé Jasmin Kusamono'dan İlham Alan Unisex Parfüm,"<p>Bu parfüm, Armani Privé'nin ""Les Eaux"" (Sular) koleksiyonunun ""minimalist"", ""berrak"" ve ""meditatif"" eserlerinden biri olan Jasmin Kusamono'dan (2020) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Su Yasemini, bir ""Japon Zen bahçesi""ndeki ""gölete"" düşen ""çiy"" damlasıdır; suyun ve yeşilliğin en saf hali.</i> Sulu Nashi Armudu ferahlığıyla açılır, direkt olarak ""sucul"" (akuatik) yasemin ve ""yeşil"" müge çiçeğinin (inci çiçeği) minimalist kalbine bağlanır. Sedir ve sandal ağacı ise bu duru kokuya gürültüden uzak, asil bir kapanış yapar.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Dominique Ropion) ""olayı"", adını aldığı ""Kusamono"" sanatıdır. Kusamono, ""IKEBANA"" (Japon çiçek sanatı) gibi ""gösterişli"" değil, ""sade"" ve ""doğal"" (bir saksıdaki yosun ve çimen gibi) bir bitki düzenleme sanatıdır. Koku da bu ""minimalist"" ve ""doğal"" ""zen"" felsefesini yansıtır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Akuatik Çiçeksi (Yeşil/Zen)</li>
<li>
<b>Üst Notalar:</b> Nashi Armudu, Pembe Biber</li>
<li>
<b>Orta Notalar:</b> Müge (İnci Çiçeği), Yasemin (Jasmine Sambac)</li>
<li>
<b>Alt Notalar:</b> Sedir Ağacı, Sandal Ağacı</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■□□□□□ [5/10]<br>
Yayılım: ■■■■□□□□□□ [4/10]<br>
Mevsim: İlkbahar 🌸, Yaz ☀️
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""performans"" arayanlar için değildir. Bu, ""huzur"" ve ""ferahlık"" arayanlar içindir. ""Akuatik"", ""yeşil"" ve ""minimalist"" bir kokudur. Orijinal formülasyonu ılımlı bir performansa sahiptir ve ""ten kokusu"" (skin scent) olarak davranır. ""Parfüm gibi kokmak"" istemeyenler için idealdir.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""sakin"" ve ""meditatif"" anların atmosferini taşır. ""Stresli"" bir ""iş"" gününden sonra ""arınmak"" veya ""sıcak"" bir ""yaz"" sabahında ""huzurlu"" hissetmek için idealdir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Armani Privé Jasmin Kusamono kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Akuatik, Armani Privé Muadili, Armut Notalı, Japon Kokusu, Jasmin Kusamono Muadili, Minimalist Koku, Sare-Su-Yasemini, Taze Parfüm, Temiz Koku, Unisex Parfüm, Yasemin Notalı, Yaz Parfümü, Zen Koku, Çiçeksi",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,2,deny,manual,950.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,gundelik; her-gun; romantik,cicek,ilkbahar; yaz,uniseks,,kg,,,active
sare-a-128-su-yasemini,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,1,deny,manual,1500.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-g-138-tanrilarin-nektari,Sare - G-138 Tanrıların Nektarı - Gucci Bloom Ambrosia di Fiori'den İlham Alan Kadın Parfümü,"<p>Bu parfüm, Gucci'nin ikonik ""Bloom"" serisinin ""en zengin"", ""en yoğun"" ve ""en kırmızı"" yorumu olan Ambrosia di Fiori'den (2019) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Tanrıların Nektarı, mitolojideki ""Ambrosia"" (ölümsüzlük iksiri) efsanesinin kokuya bürünmüş halidir.</i> Orijinal Bloom'un o ""temiz"" beyaz çiçeklerini (sümbülteber/yasemin) alır, ""karanlık"" Şam Gülü ve ""pudralı"" Süsen Kökü (orris) ile ""zenginleştirir"". Bu, daha derin, daha ""kadife"" ve daha ""karanlık"" bir bukettir.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Zengin Çiçeksi (Pudralı)</li>
<li>
<b>Üst Notalar:</b> Yasemin, Hanımeli</li>
<li>
<b>Orta Nota:</b> Sümbülteber (Tuberose)</li>
<li>
<b>Alt Notalar:</b> Süsen Kökü (Orris), Şam Gülü</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■□□□ [7/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""hafif"" bir çiçek kokusu değildir. Bu, ""yoğun"", ""pudralı"" ve ""olgun"" bir ""beyaz çiçek"" kokusudur. Orijinal Bloom'u seven ancak ""daha güçlü"" ve ""daha karanlık"" bir ""kış"" versiyonu arayanlar için idealdir. ""İltifat alan"" ve ""karakterli"" bir imzadır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""romantik"" ve ""olgun"" bir ""akşam"" atmosferi taşır. ""Loş ışıklı"" bir ""akşam yemeği"" veya ""özel"" bir ""kutlama"" havasını yansıtır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Gucci Bloom Ambrosia di Fiori kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Aristokrat Koku, Beyaz Çiçek, Bloom Ambrosia di Fiori Muadili, Gucci Muadili, İris Notalı, Kadın Parfümü, Kalıcı Parfüm, Kraliçe Kokusu, Narkotik Çiçek, Sare-Tanrilarin-Nektari, Sümbülteber Bombası, Yayılımı Yüksek, Çekici Koku",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,4,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,gece; ozel-durum; romantik,oryantal; cicek,ilkbahar; sonbahar; yaz; kis,kadin,,kg,,,active
sare-g-138-tanrilarin-nektari,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,4,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-g-139-mor-buyu,Sare - G-139 Mor Büyü - Gucci Guilty Elixir'den İlham Alan Kadın Parfümü,"<p>Bu parfüm, Gucci'nin ""Guilty"" serisinin ""en güçlü"", ""en yoğun"" ve ""en modern"" yorumu olan Guilty Elixir de Parfum'den (2023) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Mor Büyü, ""mor"" bir ""Wisteria"" (salkım çiçeği) akorunun, ""pudralı"" menekşe ve ""kremsi"" vanilya ile buluşmasıdır.</i> Bu koku, ""temiz"" bir çiçek değil; bu, tonka fasulyesi ve paçuli ile derinleşen, ""yoğun"", ""pudralı"" ve ""modern"" bir ""amber"" imzası.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Quentin Bisch) ""olayı"", 2023'ün ""Elixir"" (yoğun konsantrasyon) trendine Gucci'nin ""feminen"" cevabıdır. Orijinal Guilty'nin o ""leylak"" (lilac) notasının aksine, bu ""Elixir"" versiyonu, ""daha karanlık"" ve ""daha gizemli"" bir çiçek olan ""Wisteria"" (mor salkım) üzerine kuruludur.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Amber Çiçeksi (Pudralı)</li>
<li>
<b>Üst Notalar:</b> Menekşe, Bergamot, Wisteria (Mor Salkım)</li>
<li>
<b>Orta Notalar:</b> Gül, Osmanthus (Zeytin Çiçeği)</li>
<li>
<b>Alt Notalar:</b> Vanilya, Tonka Fasulyesi, Paçuli</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■□ [9/10]<br>
Yayılım: ■■■■■■■■□□ [8/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""hafif"" bir koku değildir. Bu, ""pudralı"", ""tatlı"" ve ""güçlü"" bir ""kış"" kokusudur. Vanilya ve tonka baskındır. ""Performans"" ve ""kalıcılık"" arayan, ""modern tatlı"" kokuları sevenler için idealdir. Performansı güçlüdür.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""karanlık"" ve ""gizemli"" bir ""kış gecesi"" atmosferini taşır. ""Dikkat çekici"" bir ""imza"" veya ""gece dışarı çıkma"" anlarına eşlik eder.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Gucci Guilty Elixir kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Amber, Baştan Çıkarıcı Koku, Gece Parfümü, Gizemli Parfüm, Gucci Muadili, Guilty Elixir Femme Muadili, Hipnotik Koku, Kadın Parfümü, Kalıcı Parfüm, Kış Parfümü, Mor Salkım, Pudralı Koku, Sare-Mor-Buyu, Vanilya, Çiçeksi",true,Yoğunluk,Eau De Parfum,,ML,500,,,,,"",400.0,shopify,1,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,aksam-davetleri; her-gun-1; gundelik; romantik,amber; cicek; odunsu,sonbahar; kis; ilkbahar; yaz,kadin,,kg,,,active
sare-g-139-mor-buyu,,,,,,,,,Extrait De Parfum,,,500,,,,,"",400.0,shopify,1,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-g-140-beyaz-bahce,Sare - G-140 Beyaz Bahçe - Gucci Bloom'dan İlham Alan Kadın Parfümü,"<p>Bu parfüm, Gucci'nin ""modern beyaz çiçek"" devrimini başlatan, o ikonik ""pudra pembesi"" şişesiyle bilinen ""imza"" kokusu Gucci Bloom'dan (2017) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Beyaz Bahçe, ""temiz"" bir çiçek buketi değil; bu, ""narkotik"" sümbülteber (tuberose) ve yaseminin, ""pudralı"" ve ""yeşil"" bir ""Rangoon Creeper"" (Hint Hanımeli) ile buluştuğu ""yoğun"" bir ""çiçek duvarı""dır.</i></p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Alberto Morillas) ""olayı"", Alessandro Michele'nin Gucci'nin başına geçtikten sonra (2017) çıkardığı ""ilk"" büyük kadın parfümü olmasıdır. Koku, parfümeride ""ilk"" defa kullanılan ""Rangoon Creeper"" (Hint Hanımeli) notasıyla, o ""vintage"" beyaz çiçek kokularını (sümbülteber) ""modern"" ve ""retro"" bir şekilde yeniden popülerleştirmiştir.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Beyaz Çiçeksi (Narkotik)</li>
<li>
<b>Üst Nota:</b> Yasemin</li>
<li>
<b>Orta Nota:</b> Sümbülteber (Tuberose)</li>
<li>
<b>Alt Nota:</b> Rangoon Creeper (Hint Hanımeli)</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■■□□ [8/10]<br>
Mevsim: İlkbahar 🌸, Yaz ☀️
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""hafif"" veya ""tatlı"" bir koku değildir. Bu, ""beyaz çiçek"" notalarının (yasemin/sümbülteber) baskın olduğu, ""gerçekçi"", ""yeşil"" ve ""yoğun"" bir kokudur. ""Temiz"" değil, ""narkotik"" bir çiçek kokusu arayanlar içindir. Performansı güçlüdür.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""çiçek açan"" bir ""botanik bahçe"" veya ""güneşli"" bir ""ilkbahar"" gününün ""canlı"" atmosferini taşır. ""Feminen"" ve ""klasik"" bir iz bırakmak istediğiniz anlara eşlik eder.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Gucci Bloom (2017 EDP) kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Bahar Parfümü, Beyaz Çiçek, Bloom Muadili, Cüretkar Çiçek, Feminen Koku, Gucci Muadili, Kadın Parfümü, Kalıcı Parfüm, Modern Klasik, Sare-Beyaz-Bahce, Sümbülteber Bombası, Yasemin Bombası, Yaz Parfümü",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",400.0,shopify,0,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,gundelik; her-gun; romantik,cicek; pudramsi,ilkbahar; yaz,kadin,,kg,,,active
sare-g-140-beyaz-bahce,,,,,,,,,Extrait De Parfum,,,50,,,,,"",400.0,shopify,0,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
